11-01-2026	PUR_0063		egg supplier ruqiyo	5.00	0.00	5.00	0.00	Paid	Abisamad noor
11-01-2026	PUR_0062		Abdi Osman Barre (Camel Milk)	52.00	0.00	52.00	0.00	Paid	Abisamad noor
11-01-2026	PUR_0061		Adan Mohamed Osman (Vegetable)	45.37	0.00	45.37	0.00	Paid	Abisamad noor
10-01-2026	PUR_0060		Kismayo Hypermarket	16.00	0.00	16.00	0.00	Paid	Abisamad noor
10-01-2026	PUR_0059		ice supplier	9.90	0.00	10.00	-0.10	Paid	Abisamad noor
10-01-2026	PUR_0058		egg supplier ruqiyo	10.00	0.00	10.00	0.00	Paid	Abisamad noor
10-01-2026	PUR_0057		Cheese and Chicken	70.00	0.00	70.00	0.00	Paid	Abisamad noor
10-01-2026	PUR_0056		Powder milk	12.00	0.00	12.00	0.00	Paid	Abisamad noor
10-01-2026	PUR_0055		Adan Mohamed Osman (Vegetable)	89.50	0.00	89.50	0.00	Paid	Abisamad noor
08-01-2026	PUR_0054		Farah Abdullahi (Fish)	80.00	0.00	80.00	0.00	Paid	Admin
06-01-2026	PUR_0053		Farah Abdullahi (Fish)	134.75	0.00	134.75	0.00	Paid	Admin
04-01-2026	PUR_0052		Farah Abdullahi (Fish)	71.75	0.00	71.75	0.00	Paid	Admin
09-01-2026	PUR_0051		Powder milk	9.00	0.00	9.00	0.00	Paid	Abisamad noor
09-01-2026	PUR_0050		Kismayo Hypermarket	22.00	0.00	22.00	0.00	Paid	Abisamad noor
09-01-2026	PUR_0049		Cheese and Chicken	60.00	0.00	60.00	0.00	Paid	Abisamad noor
09-01-2026	PUR_0048		Cheese and Chicken	70.00	0.00	70.00	0.00	Paid	Abisamad noor
09-01-2026	PUR_0047		Adan Mohamed Osman (Vegetable)	126.50	0.00	126.50	0.00	Paid	Abisamad noor
08-01-2026	PUR_0046		Powder milk	12.00	0.00	12.00	0.00	Paid	Abisamad noor
08-01-2026	PUR_0045		ice supplier	9.90	0.00	10.00	-0.10	Paid	Abisamad noor
08-01-2026	PUR_0044		egg supplier ruqiyo	15.00	0.00	15.00	0.00	Paid	Abisamad noor
08-01-2026	PUR_0043		orange supplier hawa	37.00	0.00	37.00	0.00	Paid	Abisamad noor
08-01-2026	PUR_0042		Adan Mohamed Osman (Vegetable)	67.00	0.00	67.00	0.00	Paid	Abisamad noor
08-01-2026	PUR_0041		Cheese and Chicken	70.00	0.00	70.00	0.00	Paid	Admin
07-01-2026	PUR_0040		Adan Mohamed Osman (Vegetable)	0.00	0.00	0.00	0.00	Paid	Abisamad noor
06-01-2026	PUR_0039		Mohamed Olow (Honey)	47.00	0.00	47.00	0.00	Paid	Admin
06-01-2026	PUR_0038		Cheese and Chicken	70.00	0.00	70.00	0.00	Paid	Admin
06-01-2026	PUR_0037		Cheese and Chicken	120.00	0.00	120.00	0.00	Paid	Admin
03-01-2026	PUR_0036		Farah Abdullahi (Fish)	25.00	0.00	25.00	0.00	Paid	Admin
02-01-2026	PUR_0035		Farah Abdullahi (Fish)	45.00	0.00	45.00	0.00	Paid	Admin
01-01-2026	PUR_0034		Farah Abdullahi (Fish)	80.00	0.00	80.00	0.00	Paid	Admin
30-12-2025	PUR_0033		Farah Abdullahi (Fish)	43.75	0.00	43.75	0.00	Paid	Admin
26-12-2025	PUR_0032		Farah Abdullahi (Fish)	42.00	0.00	42.00	0.00	Paid	Admin
26-12-2025	PUR_0031		Farah Abdullahi (Fish)	131.00	0.00	131.00	0.00	Paid	Admin
20-12-2025	PUR_0030		Farah Abdullahi (Fish)	250.00	0.00	250.00	0.00	Paid	Admin
19-12-2025	PUR_0029		Farah Abdullahi (Fish)	45.00	0.00	45.00	0.00	Paid	Admin
18-12-2025	PUR_0028		Farah Abdullahi (Fish)	195.00	0.00	195.00	0.00	Paid	Admin
15-12-2025	PUR_0027		Farah Abdullahi (Fish)	90.00	0.00	90.00	0.00	Paid	Admin
13-12-2025	PUR_0026		Farah Abdullahi (Fish)	185.50	0.00	185.50	0.00	Paid	Admin
10-12-2025	PUR_0025		Farah Abdullahi (Fish)	195.00	0.00	195.00	0.00	Paid	Admin
06-12-2025	PUR_0024		Farah Abdullahi (Fish)	258.75	0.00	258.75	0.00	Paid	Admin
04-12-2025	PUR_0023		Farah Abdullahi (Fish)	80.00	0.00	80.00	0.00	Paid	Admin
03-12-2025	PUR_0022		Farah Abdullahi (Fish)	103.50	0.00	103.50	0.00	Paid	Admin
02-12-2025	PUR_0021		Farah Abdullahi (Fish)	44.00	0.00	44.00	0.00	Paid	Admin
30-11-2025	PUR_0020		Farah Abdullahi (Fish)	192.00	0.00	192.00	0.00	Paid	Admin
27-11-2025	PUR_0019		Farah Abdullahi (Fish)	184.00	0.00	184.00	0.00	Paid	Admin
26-11-2025	PUR_0018		Farah Abdullahi (Fish)	10.50	0.00	10.50	0.00	Paid	Admin
22-11-2025	PUR_0017		Farah Abdullahi (Fish)	150.50	0.00	150.50	0.00	Paid	Admin
18-11-2025	PUR_0016		Farah Abdullahi (Fish)	220.00	0.00	220.00	0.00	Paid	Admin
17-11-2025	PUR_0015		Farah Abdullahi (Fish)	32.00	0.00	32.00	0.00	Paid	Admin
13-11-2025	PUR_0014		Farah Abdullahi (Fish)	164.00	0.00	164.00	0.00	Paid	Admin
11-11-2025	PUR_0013		Farah Abdullahi (Fish)	85.10	0.00	85.10	0.00	Paid	Admin
10-11-2025	PUR_0012		Farah Abdullahi (Fish)	25.00	0.00	25.00	0.00	Paid	Admin
10-11-2025	PUR_0011		Farah Abdullahi (Fish)	5.00	0.00	0.00	5.00	Cancelled	Admin
09-11-2025	PUR_0010		Farah Abdullahi (Fish)	60.00	0.00	60.00	0.00	Paid	Admin
08-11-2025	PUR_0009		Farah Abdullahi (Fish)	75.00	0.00	75.00	0.00	Paid	Admin
07-11-2025	PUR_0008		Farah Abdullahi (Fish)	62.50	0.00	62.50	0.00	Paid	Admin
06-11-2025	PUR_0007		Farah Abdullahi (Fish)	75.00	0.00	75.00	0.00	Paid	Admin
03-11-2025	PUR_0006		Farah Abdullahi (Fish)	190.00	0.00	190.00	0.00	Paid	Admin
02-11-2025	PUR_0005		Farah Abdullahi (Fish)	100.00	0.00	100.00	0.00	Paid	Admin
01-11-2025	PUR_0004		Farah Abdullahi (Fish)	45.00	0.00	45.00	0.00	Paid	Admin
31-10-2025	PUR_0003		Farah Abdullahi (Fish)	60.00	0.00	60.00	0.00	Paid	Admin
30-10-2025	PUR_0002		Farah Abdullahi (Fish)	50.00	0.00	50.00	0.00	Paid	Admin
