0166	Black tea		Tea	cup	0	0%	No	Active
0165	latte		Coffee	cup	0	0%	No	Active
PROD_0164	Water 1L		Water	pcs	20	0%	No	Active
PROD_0163	Water 0.5L		Water	pcs	17	0%	No	Active
PROD_0161	Special Tea		Tea	cup	0	0%	No	Active
PROD_0160	Masala Tea		Tea	pcs	0	0%	No	Active
PROD_0158	Somali Tea		Tea	pcs	0	0%	No	Active
PROD_0157	Hot Chocolate		Coffee	pcs	0	0%	No	Active
PROD_0156	Mochas (Caramel/Vanilla		Coffee	pcs	0	0%	No	Active
PROD_0155	Affogato		Coffee	pcs	0	0%	No	Active
PROD_0154	Americano		Coffee	pcs	0	0%	No	Active
PROD_0153	Espresso		Coffee	pcs	0	0%	No	Active
PROD_0152	Flavoured Latte (Vanilla/Caramel/Hazelnut)		Coffee	pcs	0	0%	No	Active
PROD_0151	Capuchino		Coffee	pcs	0	0%	No	Active
PROD_0150	Brownie		Ice Cream Sundae	pcs	0	0%	No	Active
PROD_0149	Coconut Cookie		Ice Cream Sundae	pcs	0	0%	No	Active
PROD_0148	Vanilla		Boba Drinks	pcs	0	0%	No	Active
PROD_0147	Caramel		Boba Drinks	pcs	0	0%	No	Active
PROD_0146	Kiwi		Boba Drinks	pcs	0	0%	No	Active
PROD_0145	Green Apple		Boba Drinks	pcs	0	0%	No	Active
PROD_0144	Mango		Boba Drinks	pcs	0	0%	No	Active
PROD_0143	Peach		Boba Drinks	pcs	0	0%	No	Active
PROD_0142	Strawberry		Boba Drinks	pcs	0	0%	No	Active
PROD_0141	Blueberry		Boba Drinks	pcs	0	0%	No	Active
PROD_0140	Passion		Boba Drinks	pcs	0	0%	No	Active
PROD_0139	Tropical		Smoothies	pcs	0	0%	No	Active
PROD_0138	Strawberry		Smoothies	pcs	0	0%	No	Active
PROD_0137	Mango		Smoothies	pcs	0	0%	No	Active
PROD_0136	Furulaato		Smoothies	pcs	0	0%	No	Active
PROD_0135	Banana Smoothie		Smoothies	pcs	0	0%	No	Active
PROD_0134	Avocado		Smoothies	pcs	0	0%	No	Active
PROD_0133	Chocolate		Freak Sake	pcs	0	0%	No	Active
PROD_0132	Vanilla		Freak Sake	pcs	0	0%	No	Active
PROD_0131	Strawberry		Freak Sake	pcs	0	0%	No	Active
PROD_0130	Snickers		Milk Shake Special	pcs	0	0%	No	Active
PROD_0129	Dates		Milk Shake Special	pcs	0	0%	No	Active
PROD_0128	Banana Milkshake		Milk Shake Special	pcs	0	0%	No	Active
PROD_0127	Oreo		Milk Shake Special	pcs	0	0%	No	Active
PROD_0126	Mango		Milk Shake Special	pcs	0	0%	No	Active
PROD_0125	Tea Chocolate		Extras	tea	0	0%	No	Active
PROD_0124	Vanilla		Classic Milk Shake	pcs	0	0%	No	Active
PROD_0123	Strawberry		Classic Milk Shake	pcs	0	0%	No	Active
PROD_0122	Ginger/Honey/Lemon		Dawa	pcs	0	0%	No	Active
PROD_0121	Ginger/Honey/Lemon(Iced Tea)		Dawa	pcs	0	0%	No	Active
PROD_0120	Lemon		Iced Tea	pcs	0	0%	No	Active
PROD_0119	Peach		Iced Tea	pcs	0	0%	No	Active
PROD_0118	Strawberry		Iced Tea	pcs	0	0%	No	Active
PROD_0117	Blueberry		Iced Tea	pcs	0	0%	No	Active
PROD_0116	Passion		Iced Tea	pcs	0	0%	No	Active
PROD_0115	Paw Paw		Juices	pcs	0	0%	No	Active
PROD_0114	Mango		Juices	pcs	0	0%	No	Active
PROD_0113	Avocado		Juices	pcs	0	0%	No	Active
