0281	Beetroot	Juices	pcs	1994	0	0.00	2.00	2.00	2.00	0%	2000-01-01
0269	Fanta	Juices	pcs	84	0	0.00	1.50	1.50	1.50	0%	-
0268	Liin Dhanaan	Juices	ml	-	0	0.00	1.00	1.00	1.00	0%	2000-01-01
0219	coke	Juices	pcs	166	0	0.50	1.25	1.25	1.25	0%	-
0213	faniila	Juices	pcs	19	0	0.00	2.50	2.50	2.50	0%	-
0210	CAANO LOOS	Juices	cup	12216	500000	0.80	1.50	1.50	1.50	0%	-
0181	FIATA KHARO	Juices	plates	960	0	0.00	1.50	1.50	1.50	0%	-
0178	CANO MOSS	Juices	cup	626	0	0.00	1.50	1.50	1.50	0%	-
0174	STRAW BERRY	Juices	cup	-	0	0.00	1.50	1.50	1.50	0%	-
0172	ORANGE	Juices	cup	12176	90000707	0.00	1.50	1.50	1.50	0%	-
0169	MILK SHEK	Juices	pcs	-	0	0.00	1.50	1.50	1.50	0%	-
PROD_0115	Paw Paw	Juices	pcs	-	0	0.00	1.00	1.00	1.00	0%	-
PROD_0114	Mango	Juices	pcs	-	0	0.00	1.50	1.50	1.50	0%	-
PROD_0113	Avocado	Juices	pcs	-	0	0.00	1.50	1.50	1.50	0%	-
PROD_0112	Mint Pineade	Juices	pcs	-	0	0.00	1.50	1.50	1.50	0%	-
PROD_0111	Pineapple	Juices	pcs	-	0	0.50	1.50	1.50	1.50	0%	-
PROD_0110	Passion	Juices	pcs	-	0	0.00	1.00	1.00	1.00	0%	-
PROD_0109	Watermelon	Juices	pcs	-	555454542	0.00	1.00	1.00	1.00	0%	-
PROD_0103	Strawberry Lemonade	Lemonade	pcs	-	0	0.00	2.00	2.00	2.00	0%	-
PROD_0102	Classic Lemonade	Lemonade	pcs	-	0	0.00	1.00	1.00	1.00	0%	-
